listener,listener_trial,level_condition,sound_heard,listener_response,proportion_correct,typical_source_intensity
18,213,5,finger tapping,finger tapping,1,low-intensity
18,214,2,crowd cheering,crowd cheering,1,high-intensity
18,215,1,camera taking a picture,camera taking a picture,1,2
18,216,7,bowling,bowling,1,high-intensity
18,217,1,skate boarding,skate boarding,1,2
18,218,7,lawn mower,lawn mower,1,high-intensity
18,219,6,bus decelerating,airplane taking off,0,3
18,220,4,tennis volley,tennis volley,1,3
18,221,5,darth vader,darth vader,1,2
18,222,3,dial tone,dial tone,1,low-intensity
18,223,1,sighing,sighing,1,low-intensity
18,224,2,train warning bell,train warning bell,1,high-intensity
18,225,7,slot machine,slot machine,1,high-intensity
18,226,2,violin,violin,1,3
18,227,2,cymbol crash,cymbol crash,1,high-intensity
18,228,4,monkey screaming,monkey screaming,1,high-intensity
18,229,2,fireworks,paper shredder,0,high-intensity
18,230,1,russian,russian,1,2
18,231,1,dialup,dialup,1,3
18,232,5,witch cackle,witch cackle,1,high-intensity
18,233,2,writing on a chalkboard,writing on a chalkboard,1,2
18,234,2,sleigh bells,sleigh bells,1,3
18,235,5,pig snorting,pig snorting,1,3
18,236,6,drawer opening,drawer opening,1,low-intensity
18,237,6,fire alarm,fire alarm,1,high-intensity
18,238,7,kid speaking,kid speaking,1,3
18,239,3,doorbell,doorbell,1,high-intensity
18,240,3,walking on leaves,walking on leaves,1,2
18,241,7,key opening door,walking on a hard surface,0,low-intensity
18,242,5,harp,harp,1,2
18,243,1,laughing,laughing,1,high-intensity
18,244,5,school bell,school bell,1,high-intensity
18,245,3,humming,humming,1,low-intensity
18,246,2,car windows,car windows,1,2
18,247,5,water dripping,water dripping,1,low-intensity
18,248,2,opening a soda bottle,rollerblading,0,low-intensity
18,249,3,vacuum,electric shaver,0,high-intensity
18,250,7,ice machine,ice machine,1,2
18,251,1,printing,printing,1,3
18,252,4,can opening,can opening,1,low-intensity
18,253,2,popcorn popping,popcorn popping,1,3
18,254,7,pager beeps,pager beeps,1,3
18,255,4,dove cooing,dove cooing,1,low-intensity
18,256,4,record scratching,record scratching,1,2
18,257,2,tambourine,tambourine,1,3
18,258,1,match lighting,match lighting,1,low-intensity
18,259,1,shopping cart,shopping cart,1,2
18,260,7,geese honking,geese honking,1,3
18,261,3,flute,flute,1,3
18,262,3,fax,fax,1,2
18,263,2,acoustic bass,acoustic bass,1,2
18,264,2,a capella singing,a capella singing,1,3
18,265,1,french,french,1,2
18,266,6,writing on a whiteboard,writing on a whiteboard,1,low-intensity
18,267,2,water boiling,water boiling,1,low-intensity
18,268,5,motorcycle revving,motorcycle revving,1,high-intensity
18,269,2,microwave,microwave,1,low-intensity
18,270,1,stones tumbling,shuffling,0,2
18,271,4,coffee machine,coffee machine,1,low-intensity
18,272,4,walking on gravel,walking on gravel,1,2
18,273,2,scream,scream,1,high-intensity
18,274,4,cicadas,cicadas,1,3
18,275,5,sipping,sipping,1,2
18,276,5,car engine starting,car engine starting,1,3
18,277,1,gunshots,gunshots,1,high-intensity
18,278,3,grandfather clock,grandfather clock,1,3
18,279,3,spray can shaking,spray can shaking,1,2
18,280,5,arabic,arabic,1,2
18,281,3,clipping hair,clipping hair,1,low-intensity
18,282,6,alarm clock,alarm clock,1,high-intensity
18,283,2,door opening,door opening,1,2
18,284,2,gong,gong,1,high-intensity
18,285,1,cuckoo clock,cuckoo clock,1,3
18,286,5,newspaper page turning,newspaper page turning,1,low-intensity
18,287,3,flag,radio static,0,low-intensity
18,288,6,grunting and groaning,grunting and groaning,1,2
18,289,3,toy squeaks,toy squeaks,1,3
18,290,7,coins dropping,coins dropping,1,low-intensity
18,291,3,dog barking,dog barking,1,high-intensity
18,292,1,horse galloping,horse galloping,1,2
18,293,4,guitar,guitar,1,3
18,294,5,piano,piano,1,3
18,295,7,cat purring,hammering,0,low-intensity
18,296,5,chair rolling,chair rolling,1,low-intensity
18,297,2,walking with heels,walking with heels,1,2
18,298,1,car alarm,car alarm,1,high-intensity
18,299,6,coughing,coughing,1,3
18,300,1,sword fighting,sword fighting,1,3
19,1,3,violin,violin,1,3
19,2,7,toilet flushing,toilet flushing,1,2
19,3,2,thunder,thunder,1,high-intensity
19,4,1,water dripping,water dripping,1,low-intensity
19,5,5,horse neighing,horse neighing,1,3
19,6,7,hammering a nail,hammering a nail,1,high-intensity
19,7,5,spray can spraying,spray can spraying,1,low-intensity
19,8,2,heart beats,heart beats,1,low-intensity
19,9,7,gorilla,gorilla,1,3
19,10,5,vacuum,vacuum,1,high-intensity
19,11,5,dialing,dialing,1,low-intensity
19,12,2,bike bell,bike bell,1,2
19,13,7,chainsaw revving,chainsaw revving,1,high-intensity
19,14,1,running on sand,running on sand,1,low-intensity
19,15,3,sports arena buzzer,sports arena buzzer,1,high-intensity
19,16,1,cat purring,cat purring,1,low-intensity
19,17,6,shuffling,walking on gravel,0,low-intensity
19,18,6,camera turning on,camera turning on,1,low-intensity
19,19,1,car skidding,car skidding,1,high-intensity
19,20,3,school bell,school bell,1,high-intensity
19,21,2,waves,waves,1,3
19,22,1,knives sharpening,knives sharpening,1,2
19,23,5,cricket,cricket,1,2
19,24,4,frying,coffee machine,0,2
19,25,4,grunting and groaning,grunting and groaning,1,2
19,26,4,coughing,coughing,1,3
19,27,4,leather coat,leather coat,1,low-intensity
19,28,5,gargling,gargling,1,low-intensity
19,29,3,chicken cluck,chicken cluck,1,2
19,30,1,bird song,bird song,1,2
19,31,1,bowling,bowling,1,high-intensity
19,32,2,whistling,whistling,1,2
19,33,2,banjo,banjo,1,high-intensity
19,34,7,tennis volley,tennis volley,1,3
19,35,2,pool balls colliding,pool balls colliding,1,3
19,36,1,jumping rope,slicing bread,0,2
19,37,3,geese honking,geese honking,1,3
19,38,4,doorbell,doorbell,1,high-intensity
19,39,5,drawer closing,fax,0,low-intensity
19,40,7,pig snorting,pig snorting,1,3
19,41,5,whistle,whistle,1,high-intensity
19,42,6,windup toy,windup toy,1,low-intensity
19,43,2,church bells,church bells,1,high-intensity
19,44,5,gavel hits,gavel hits,1,3
19,45,4,horse galloping,horse galloping,1,2
19,46,4,school hallway,school hallway,1,high-intensity
19,47,5,dentist drill,dentist drill,1,high-intensity
19,48,4,electric drill,electric drill,1,high-intensity
19,49,3,rocking chair,running up stairs,0,3
19,50,5,owl hooting,owl hooting,1,low-intensity
19,51,4,music box,music box,1,low-intensity
19,52,5,gunshots,gunshots,1,high-intensity
19,53,4,fireworks,fireworks,1,high-intensity
19,54,2,dial tone,dial tone,1,low-intensity
19,55,3,siren,siren,1,high-intensity
19,56,5,car crash,car crash,1,high-intensity
19,57,7,coin in a vending machine,coin in a vending machine,1,low-intensity
19,58,7,finger tapping,finger tapping,1,low-intensity
19,59,5,bus decelerating,bus decelerating,1,3
19,60,7,glass shattering,glass shattering,1,high-intensity
19,61,1,harmonica,harmonica,1,3
19,62,6,skate boarding,skate boarding,1,2
19,63,5,car driving through a puddle,swimming,0,2
19,64,7,microwave,microwave,1,low-intensity
19,65,7,radar beeps,radar beeps,1,2
19,66,4,kettle whistling,kettle whistling,1,3
19,67,3,darth vader,darth vader,1,2
19,68,4,pepper grinder,pepper grinder,1,2
19,69,4,cash register,cash register,1,2
19,70,7,phone vibrating,phone vibrating,1,low-intensity
19,71,3,biting and chewing,biting and chewing,1,2
19,72,7,bicycle,electric drill,0,low-intensity
19,73,1,radio static,radio static,1,3
19,74,3,zipper,roulette wheel,0,low-intensity
19,75,3,car accelerating,car accelerating,1,2
19,76,6,sighing,sighing,1,low-intensity
19,77,6,bees,bees,1,low-intensity
19,78,6,chopping food,chopping food,1,low-intensity
19,79,1,sails flapping,sails flapping,1,3
19,80,3,cicadas,cicadas,1,3
19,81,4,race car,race car,1,high-intensity
19,82,1,rooster crowing,rooster crowing,1,high-intensity
19,83,6,screwing off a lid,screwing off a lid,1,low-intensity
19,84,1,brushing hair,brushing hair,1,low-intensity
19,85,2,tooth brushing,sipping,0,low-intensity
19,86,1,window blinds,window blinds,1,2
19,87,3,organ,organ,1,high-intensity
19,88,4,wing flapping,printing,0,low-intensity
19,89,7,paper cutter,paper cutter,1,low-intensity
19,90,4,swimming,swimming,1,2
19,91,1,fire alarm,fire alarm,1,high-intensity
19,92,3,car engine starting,car engine starting,1,3
19,93,5,paper shredder,ice machine,0,high-intensity
19,94,3,seagulls,seagulls,1,3
19,95,1,heart monitor,heart monitor,1,3
19,96,6,woman speaking,woman speaking,1,3
19,97,3,blender,blender,1,high-intensity
19,98,1,drum solo,drum solo,1,high-intensity
19,99,5,oldfashioned dialer,oldfashioned dialer,1,low-intensity
19,100,2,running up stairs,running up stairs,1,2
19,101,6,water splashing,water splashing,1,3
19,102,2,pager beeps,pager beeps,1,3
19,103,4,walking on leaves,walking on leaves,1,2
19,104,2,kid speaking,kid speaking,1,3
19,105,1,wind,wind,1,2
19,106,5,roulette wheel,roulette wheel,1,2
19,107,4,jackhammer,jackhammer,1,high-intensity
19,108,3,door sliding shut,door sliding shut,1,low-intensity
19,109,5,inflating a balloon,inflating a balloon,1,low-intensity
19,110,5,walking on a hard surface,walking on a hard surface,1,2
19,111,6,tractor,shopping cart,0,high-intensity
19,112,3,chinese,chinese,1,3
19,113,1,crowd booing,bees,0,high-intensity
19,114,2,hair dryer,vacuum,0,high-intensity
19,115,5,Indian,Indian,1,2
19,116,2,car horn,car horn,1,high-intensity
19,117,4,basketball dribbling,basketball dribbling,1,2
19,118,5,dove cooing,dove cooing,1,low-intensity
19,119,5,crowd cheering,crowd cheering,1,high-intensity
19,120,2,clipping hair,clipping hair,1,low-intensity
19,121,5,opening a letter,opening a letter,1,low-intensity
19,122,4,piano,piano,1,3
19,123,5,walking with heels,walking with heels,1,2
19,124,1,bass drum hits,bass drum hits,1,high-intensity
19,125,5,drum roll,drum roll,1,high-intensity
19,126,3,cartoon sound effects,music box,0,3
19,127,1,stream,stream,1,low-intensity
19,128,5,cymbol crash,cymbol crash,1,high-intensity
19,129,6,toy squeaks,toy squeaks,1,3
19,130,5,key opening door,key opening door,1,low-intensity
19,131,3,whale call,writing on paper,0,2
19,132,1,wolves howlling,wolves howlling,1,2
19,133,7,tap dancing,tap dancing,1,high-intensity
19,134,5,rain,rain,1,3
19,135,2,rubbing hands,rubbing hands,1,low-intensity
19,136,2,explosion,train passing by,0,high-intensity
19,137,6,laughing,laughing,1,high-intensity
19,138,6,wind chimes,wind chimes,1,3
19,139,7,car idling,blender,0,low-intensity
19,140,3,walking on gravel,walking on gravel,1,2
19,141,4,shoveling,shoveling,1,2
19,142,5,sword fighting,sword fighting,1,3
19,143,1,spray can shaking,spray can shaking,1,2
19,144,3,applause,applause,1,high-intensity
19,145,2,turning a lock,pepper grinder,0,low-intensity
19,146,5,seal,seal,1,3
19,147,6,german,german,1,2
19,148,4,crowd laughing,crowd laughing,1,high-intensity
19,149,1,triangle,coloring,0,2
19,150,7,french,french,1,2
19,151,2,fan,fan,1,2
19,152,3,screwing in a nail,screwing in a nail,1,2
19,153,4,knocking on door,knocking on door,1,3
19,154,1,door opening,printing,0,2
19,155,2,chair rolling,chair rolling,1,low-intensity
19,156,6,popcorn popping,popcorn popping,1,3
19,157,2,locker closing,locker closing,1,3
19,158,6,crying,crying,1,high-intensity
19,159,2,ringtone,ringtone,1,3
19,160,7,accordian,accordian,1,high-intensity
19,161,5,water boiling,water boiling,1,low-intensity
19,162,1,traffic noises,traffic noises,1,high-intensity
19,163,3,clarinet,clarinet,1,3
19,164,2,motorcycle revving,motorcycle revving,1,high-intensity
19,165,3,peeling,peeling,1,low-intensity
19,166,5,grating food,grating food,1,low-intensity
19,167,5,hammering metal,coins dropping,0,high-intensity
19,168,1,lion growl,lion growl,1,high-intensity
19,169,5,sheep,sheep,1,3
19,170,7,tambourine,tambourine,1,3
19,171,4,shower,shower,1,3
19,172,3,running on gravel,running on gravel,1,3
19,173,5,truck beeping,truck beeping,1,high-intensity
19,174,4,oboe,oboe,1,3
19,175,3,electric bass,electric bass,1,3
19,176,4,dog panting,dog panting,1,2
19,177,4,baby babbling,baby babbling,1,3
19,178,7,truck,truck,1,high-intensity
19,179,7,sipping,sipping,1,2
19,180,2,dog whining,coughing,0,3
19,181,1,shaving with electric razor,shaving with electric razor,1,2
19,182,2,slicing bread,slicing bread,1,low-intensity
19,183,4,running on a hard surface,running on a hard surface,1,2
19,184,4,dialup,dialup,1,3
19,185,6,volcanic eruption,volcanic eruption,1,high-intensity
19,186,3,opening a soda bottle,fax,0,low-intensity
19,187,6,door creaking,door creaking,1,2
19,188,4,cuckoo clock,cuckoo clock,1,3
19,189,5,morse code,morse code,1,3
19,190,5,sleigh bells,sleigh bells,1,3
19,191,2,man speaking,man speaking,1,2
19,192,1,can opening,can opening,1,low-intensity
19,193,1,scream,scream,1,high-intensity
19,194,2,lawn mower,lawn mower,1,high-intensity
19,195,3,giggling,giggling,1,3
19,196,6,dice roll,dice roll,1,low-intensity
19,197,6,grandfather clock,grandfather clock,1,3
19,198,7,bassoon,bassoon,1,3
19,199,2,orchestra tuning,orchestra tuning,1,high-intensity
19,200,4,coins dropping,coins dropping,1,low-intensity
19,201,6,writing on a chalkboard,sharpening knives,0,2
19,202,7,italian,italian,1,2
19,203,4,newspaper page turning,newspaper page turning,1,low-intensity
19,204,4,cat meow,cat meow,1,2
19,205,1,rollerblading,rollerblading,1,3
19,206,6,scratching,scratching,1,low-intensity
19,207,6,bathwater,bathwater,1,2
19,208,6,busy signal,busy signal,1,2
19,209,3,train whistle,train whistle,1,high-intensity
19,210,6,car deccelerating,car deccelerating,1,low-intensity
19,211,4,salt shaker,salt shaker,1,low-intensity
19,212,1,clock ticking,clock ticking,1,low-intensity
19,213,6,printing,printing,1,3
19,214,1,rattlesnake,rattlesnake,1,2
19,215,6,bus accelerating,bus accelerating,1,2
19,216,1,drawer opening,locker closing,0,low-intensity
19,217,7,duck quack,duck quack,1,3
19,218,3,turkey gobble,turkey gobble,1,3
19,219,4,bear growling,bear growling,1,3
19,220,4,tuba,tuba,1,3
19,221,4,dishes clanking,dishes clanking,1,3
19,222,7,stones tumbling,stones tumbling,1,2
19,223,7,fire,fire,1,low-intensity
19,224,5,russian,russian,1,2
19,225,1,hawk screech,hawk screech,1,3
19,226,6,slot machine,slot machine,1,high-intensity
19,227,3,acoustic bass,acoustic bass,1,2
19,228,5,reception desk bell,cash register,0,3
19,229,7,coffee machine,flushing,0,low-intensity
19,230,6,windows startup sound,windows startup sound,1,2
19,231,1,flute,flute,1,3
19,232,7,flag,flag,1,low-intensity
19,233,6,mac startup sound,mac startup sound,1,low-intensity
19,234,3,marching,marching,1,3
19,235,7,monkey screaming,monkey screaming,1,high-intensity
19,236,3,ratchet,ratchet,1,2
19,237,6,balloon deflating,balloon deflating,1,2
19,238,3,gong,gong,1,high-intensity
19,239,2,drink fizzing,drink fizzing,1,low-intensity
19,240,5,nose blowing,nose blowing,1,3
19,241,2,car alarm,car alarm,1,high-intensity
19,242,3,liquid pouring out of a bottle,liquid pouring out of a bottle,1,2
19,243,3,chiseling,chiseling,1,2
19,244,4,telephone ringing,telephone ringing,1,high-intensity
19,245,5,paper tearing,wing flapping,0,low-intensity
19,246,4,castanet,castanet,1,3
19,247,4,writing on a whiteboard,rocking chair,0,low-intensity
19,248,3,a capella singing,a capella singing,1,3
19,249,2,crumpling paper,crumpling paper,1,2
19,250,1,writing on paper,writing on paper,1,low-intensity
19,251,6,keys jingling,keys jingling,1,low-intensity
19,252,6,chopping wood,chopping wood,1,3
19,253,3,alarm clock,alarm clock,1,high-intensity
19,254,1,car windows,car windows,1,2
19,255,2,ice machine,ice machine,1,2
19,256,1,boat horn,boat horn,1,high-intensity
19,257,4,baby crying,baby crying,1,high-intensity
19,258,4,dog barking,dog barking,1,high-intensity
19,259,3,rubbing cloth,rubbing cloth,1,low-intensity
19,260,7,pinball,pinball,1,high-intensity
19,261,1,breathing,breathing,1,low-intensity
19,262,3,shopping cart,shopping cart,1,2
19,263,2,crow,crow,1,3
19,264,3,coloring,coloring,1,low-intensity
19,265,7,match lighting,match lighting,1,low-intensity
19,266,7,bagpipes,bagpipes,1,high-intensity
19,267,7,scrubbing dishes,scrubbing dishes,1,2
19,268,4,spanish,spanish,1,3
19,269,1,elevator door,elevator door,1,2
19,270,3,velcro,velcro,1,low-intensity
19,271,5,record scratching,record scratching,1,2
19,272,6,ping pong,ping pong,1,3
19,273,7,tree falling,tree falling,1,high-intensity
19,274,2,scissors cutting paper,scissors cutting paper,1,low-intensity
19,275,6,frog croaking,frog croaking,1,2
19,276,2,cow mooing,cow mooing,1,3
19,277,2,film reel,film reel,1,3
19,278,6,dog drinking,dog drinking,1,2
19,279,6,harp,harp,1,2
19,280,2,camera taking a picture,camera taking a picture,1,2
19,281,2,arabic,arabic,1,2
19,282,1,witch cackle,witch cackle,1,high-intensity
19,283,4,shouting,shouting,1,high-intensity
19,284,6,noisemaker,noisemaker,1,high-intensity
19,285,2,typing,typing,1,low-intensity
19,286,5,ice in cup,ice in cup,1,low-intensity
19,287,3,train warning bell,train warning bell,1,high-intensity
19,288,7,cello,cello,1,3
19,289,3,hand saw,hand saw,1,high-intensity
19,290,4,soda pouring into a cup,soda pouring into a cup,1,low-intensity
19,291,2,air hockey,air hockey,1,3
19,292,1,drinking,drinking,1,low-intensity
19,293,5,crowd noise,crowd noise,1,high-intensity
19,294,1,guitar,guitar,1,3
19,295,3,helicopter,helicopter,1,high-intensity
19,296,2,coins jingling in a pocket,coins jingling in a pocket,1,2
19,297,6,humming,humming,1,low-intensity
19,298,1,fax,fax,1,2
19,299,4,train passing by,train passing by,1,high-intensity
19,300,7,plane taking off,plane taking off,1,high-intensity
20,1,7,screwing in a nail,opening a letter,0,2
20,2,5,tambourine,tambourine,1,3
20,3,5,electric drill,electric drill,1,high-intensity
20,4,3,opening a letter,opening a letter,1,low-intensity
20,5,6,bicycle,bicycle,1,low-intensity
20,6,6,train passing by,train passing by,1,high-intensity
20,7,3,horse neighing,horse neighing,1,3
20,8,7,sleigh bells,sleigh bells,1,3
20,9,4,drinking,drinking,1,low-intensity
20,10,4,train warning bell,train warning bell,1,high-intensity
20,11,6,biting and chewing,noisemaker,0,2
20,12,4,microwave,microwave,1,low-intensity
20,13,7,rubbing cloth,sails flapping,0,low-intensity
20,14,7,sheep,sheep,1,3
20,15,6,explosion,explosion,1,high-intensity
20,16,3,cat purring,cat purring,1,low-intensity
20,17,3,bees,bees,1,low-intensity
20,18,4,door sliding shut,door sliding shut,1,low-intensity
20,19,6,paper shredder,paper shredder,1,high-intensity
20,20,5,spray can shaking,spray can shaking,1,2
20,21,7,writing on a whiteboard,writing on a whiteboard,1,low-intensity
20,22,5,boat horn,boat horn,1,high-intensity
20,23,1,arabic,arabic,1,2
20,24,3,shower,shower,1,3
20,25,4,tree falling,tree falling,1,high-intensity
20,26,1,record scratching,record scratching,1,2
20,27,6,gavel hits,gavel hits,1,3
20,28,6,italian,italian,1,2
20,29,7,coloring,coloring,1,low-intensity
20,30,2,salt shaker,salt shaker,1,low-intensity
20,31,6,roulette wheel,roulette wheel,1,2
20,32,4,stones tumbling,shuffling,0,2
20,33,5,rooster crowing,rooster crowing,1,high-intensity
20,34,7,spanish,spanish,1,3
20,35,7,shaving with electric razor,shaving with electric razor,1,2
20,36,6,coins jingling in a pocket,coins jingling in a pocket,1,2
20,37,6,pool balls colliding,pool balls colliding,1,3
20,38,5,fax,fax,1,2
20,39,2,glass shattering,glass shattering,1,high-intensity
20,40,7,locker closing,locker closing,1,3
20,41,7,nose blowing,nose blowing,1,3
20,42,6,car driving through a puddle,ice machine,0,2
20,43,3,car horn,car horn,1,high-intensity
20,44,5,lion growl,lion growl,1,high-intensity
20,45,7,whistle,whistle,1,high-intensity
20,46,2,balloon deflating,skate boarding,0,2
20,47,6,drum solo,drum solo,1,high-intensity
20,48,5,geese honking,geese honking,1,3
20,49,5,elevator door,elevator door,1,2
20,50,2,baby crying,baby crying,1,high-intensity
20,51,6,brushing hair,brushing hair,1,low-intensity
20,52,3,kid speaking,kid speaking,1,3
20,53,2,coughing,coughing,1,3
20,54,3,gunshots,gunshots,1,high-intensity
20,55,7,slicing bread,scratching,0,low-intensity
20,56,4,a capella singing,a capella singing,1,3
20,57,5,fan,fan,1,2
20,58,4,bike bell,bike bell,1,2
20,59,3,hawk screech,hawk screech,1,3
20,60,4,writing on a chalkboard,writing on a chalkboard,1,2
20,61,2,running on gravel,running on gravel,1,3
20,62,7,telephone ringing,telephone ringing,1,high-intensity
20,63,6,knives sharpening,knives sharpening,1,2
20,64,1,drink fizzing,drink fizzing,1,low-intensity
20,65,4,zipper,zipper,1,low-intensity
20,66,7,sports arena buzzer,sports arena buzzer,1,high-intensity
20,67,3,laughing,laughing,1,high-intensity
20,68,6,motorcycle revving,motorcycle revving,1,high-intensity
20,69,7,crying,crying,1,high-intensity
20,70,5,phone vibrating,phone vibrating,1,low-intensity
20,71,3,running on sand,running on sand,1,low-intensity
20,72,1,crowd cheering,crowd cheering,1,high-intensity
20,73,4,banjo,banjo,1,high-intensity
20,74,6,plane taking off,plane taking off,1,high-intensity
20,75,3,grunting and groaning,grunting and groaning,1,2
20,76,3,pepper grinder,pepper grinder,1,2
20,77,2,rocking chair,rocking chair,1,3
20,78,1,car idling,sliding door,0,low-intensity
20,79,7,shouting,shouting,1,high-intensity
20,80,3,tuba,tuba,1,3
20,81,4,drawer opening,drawer opening,1,low-intensity
20,82,6,siren,siren,1,high-intensity
20,83,3,chopping wood,chopping wood,1,3
20,84,1,tractor,shopping cart,0,high-intensity
20,85,1,clarinet,clarinet,1,3
20,86,2,truck,hair dryer,0,high-intensity
20,87,1,pig snorting,pig snorting,1,3
20,88,7,traffic noises,bus accelerating,0,high-intensity
20,89,7,camera taking a picture,camera taking a picture,1,2
20,90,2,water dripping,water dripping,1,low-intensity
20,91,2,sails flapping,sails flapping,1,3
20,92,2,doorbell,doorbell,1,high-intensity
20,93,7,clipping hair,clipping hair,1,low-intensity
20,94,5,liquid pouring out of a bottle,liquid pouring out of a bottle,1,2
20,95,1,bathwater,bathwater,1,2
20,96,5,dialup,dialup,1,3
20,97,4,grandfather clock,grandfather clock,1,3
20,98,3,german,german,1,2
20,99,5,horse galloping,horse galloping,1,2
20,100,4,running up stairs,running up stairs,1,2
20,101,6,cicadas,cicadas,1,3
20,102,1,cricket,cricket,1,2
20,103,7,rain,rain,1,3
20,104,5,train whistle,train whistle,1,high-intensity
20,105,4,stream,stream,1,low-intensity
20,106,2,match lighting,match lighting,1,low-intensity
20,107,2,drawer closing,running up stairs,0,low-intensity
20,108,5,window blinds,window blinds,1,2
20,109,6,walking with heels,walking with heels,1,2
20,110,5,tooth brushing,tooth brushing,1,low-intensity
20,111,4,bus decelerating,bus,0,3
20,112,4,alarm clock,alarm clock,1,high-intensity
20,113,6,newspaper page turning,newspaper page turning,1,low-intensity
20,114,2,duck quack,rooster,0,3
20,115,1,ping pong,ping pong,1,3
20,116,4,scream,scream,1,high-intensity
20,117,1,crow,seagulls,0,3
20,118,4,frog croaking,frog croaking,1,2
20,119,7,film reel,film reel,1,3
20,120,6,car windows,car windows,1,2
20,121,3,drum roll,pig snorting,0,high-intensity
20,122,2,chicken cluck,chicken cluck,1,2
20,123,4,waves,waves,1,3
20,124,6,car skidding,car skidding,1,high-intensity
20,125,5,lawn mower,lawn mower,1,high-intensity
20,126,6,whistling,whistling,1,2
20,127,1,race car,race car,1,high-intensity
20,128,6,whale call,whale call,1,2
20,129,1,chair rolling,chair rolling,1,low-intensity
20,130,2,scratching,sawing,0,low-intensity
20,131,7,fireworks,fireworks,1,high-intensity
20,132,7,Indian,Indian,1,2
20,133,7,music box,music box,1,low-intensity
20,134,2,coins dropping,coins dropping,1,low-intensity
20,135,3,swimming,swimming,1,2
20,136,3,spray can spraying,spray can spraying,1,low-intensity
20,137,6,ringtone,ringtone,1,3
20,138,3,jackhammer,jackhammer,1,high-intensity
20,139,2,dog drinking,dog drinking,1,2
20,140,6,walking on gravel,walking on gravel,1,2
20,141,4,shuffling,shuffling,1,low-intensity
20,142,1,dentist drill,vacuum,0,high-intensity
20,143,6,flag,rain,0,low-intensity
20,144,6,knocking on door,knocking on door,1,3
20,145,5,chainsaw revving,chainsaw revving,1,high-intensity
20,146,1,coffee machine,coffee machine,1,low-intensity
20,147,4,finger tapping,finger tapping,1,low-intensity
20,148,3,noisemaker,noisemaker,1,high-intensity
20,149,2,radio static,radio static,1,3
20,150,4,key opening door,chopping wood,0,low-intensity
20,151,6,bagpipes,bagpipes,1,high-intensity
20,152,3,bear growling,bear growling,1,3
20,153,5,writing on paper,writing on paper,1,low-intensity
20,154,6,frying,frying,1,2
20,155,4,scissors cutting paper,scissors cutting paper,1,low-intensity
20,156,4,hammering metal,hammering metal,1,high-intensity
20,157,7,man speaking,man speaking,1,2
20,158,5,bus accelerating,bus accelerating,1,2
20,159,4,radar beeps,radar beeps,1,2
20,160,3,sighing,sighing,1,low-intensity
20,161,5,cuckoo clock,cuckoo clock,1,3
20,162,6,school hallway,school hallway,1,high-intensity
20,163,4,turkey gobble,turkey gobble,1,3
20,164,4,mac startup sound,mac startup sound,1,low-intensity
20,165,4,turning a lock,turning a lock,1,low-intensity
20,166,7,dialing,dialing,1,low-intensity
20,167,5,acoustic bass,acoustic bass,1,2
20,168,1,peeling,peeling,1,low-intensity
20,169,4,dial tone,pinball machine sounds,0,low-intensity
20,170,7,cartoon sound effects,cartoon sound effects,1,3
20,171,3,sword fighting,sword fighting,1,3
20,172,1,oboe,oboe,1,3
20,173,2,leather coat,leather coat,1,low-intensity
20,174,7,humming,humming,1,low-intensity
20,175,5,keys jingling,keys jingling,1,low-intensity
20,176,4,owl hooting,owl hooting,1,low-intensity
20,177,1,crowd noise,crowd noise,1,high-intensity
20,178,6,shoveling,shoveling,1,2
20,179,5,crowd laughing,crowd laughing,1,high-intensity
20,180,5,bass drum hits,bass drum hits,1,high-intensity
20,181,7,harmonica,harmonica,1,3
20,182,7,wind chimes,wind chimes,1,3
20,183,4,printing,printing,1,3
20,184,1,tennis volley,tennis volley,1,3
20,185,3,woman speaking,woman speaking,1,3
20,186,5,wolves howlling,wolves howlling,1,2
20,187,7,crumpling paper,crumpling paper,1,2
20,188,7,giggling,giggling,1,3
20,189,6,russian,russian,1,2
20,190,3,fire alarm,fire alarm,1,high-intensity
20,191,4,truck beeping,truck beeping,1,high-intensity
20,192,7,thunder,thunder,1,high-intensity
20,193,5,skate boarding,scratching,0,2
20,194,1,heart beats,heart beats,1,low-intensity
20,195,2,can opening,can opening,1,low-intensity
20,196,6,rattlesnake,rattlesnake,1,2
20,197,1,pinball,pinball,1,high-intensity
20,198,2,darth vader,darth vader,1,2
20,199,1,soda pouring into a cup,soda pouring into a cup,1,low-intensity
20,200,6,ice in cup,ice in cup,1,low-intensity
20,201,6,car crash,car crash,1,high-intensity
20,202,3,cello,cello,1,3
20,203,6,breathing,breathing,1,low-intensity
20,204,1,accordian,accordian,1,high-intensity
20,205,7,violin,violin,1,3
20,206,1,morse code,morse code,1,3
20,207,2,french,french,1,2
20,208,4,dog whining,coughing,0,3
20,209,1,slot machine,slot machine,1,high-intensity
20,210,4,witch cackle,witch cackle,1,high-intensity
20,211,4,walking on a hard surface,walking on a hard surface,1,2
20,212,7,shopping cart,printing,0,2
20,213,5,monkey screaming,monkey screaming,1,high-intensity
20,214,6,guitar,guitar,1,3
20,215,6,hammering a nail,hammering a nail,1,high-intensity
20,216,3,orchestra tuning,orchestra tuning,1,high-intensity
20,217,4,paper tearing,paper tearing,1,low-intensity
20,218,2,kettle whistling,scratching,0,3
20,219,1,grating food,grating food,1,low-intensity
20,220,7,hair dryer,hair dryer,1,high-intensity
20,221,4,harp,harp,1,2
