listener,listener_trial,mturk_worker,mturk_trial,level_condition,noise_condition,sound_heard,listener_response,mturk_response,proportion_correct,typical_source_intensity
59,221,41,3,7,0,film reel,I can not figure it out,film reel,1,3
59,221,461,27,7,0,film reel,I can not figure it out,film reel,1,3
59,223,177,39,6,1,paper cutter,Bird screeching,hammering metal,0,low-intensity
59,223,749,6,6,1,paper cutter,Bird screeching,typing,0,low-intensity
59,225,378,3,7,1,dog drinking,Piano playing,spray can spraying,0,2
59,227,639,14,7,0,ice machine,Pre school kid talking,ice machine,0.5,2
59,227,821,21,7,0,ice machine,Pre school kid talking,dice roll,0.5,2
59,228,160,19,4,1,radio static,Cutting a fruit/veg with a knife on a cutting board,radar beeps,0,3
59,228,227,22,4,1,radio static,Cutting a fruit/veg with a knife on a cutting board,hair dryer,0,3
59,230,287,19,2,0,pepper grinder,I can not figure it out,pepper grinder,0.5,2
59,230,875,27,2,0,pepper grinder,I can not figure it out,rubbing hands,0.5,2
59,236,414,46,7,0,dove cooing,Dripping sounds,whale call,0,low-intensity
59,236,767,18,7,0,dove cooing,Dripping sounds,pig snorting,0,low-intensity
59,239,619,41,6,1,drum solo,Creeky rocking chair ,drum solo,1,high-intensity
59,239,749,5,6,1,drum solo,Creeky rocking chair ,drum solo,1,high-intensity
59,240,411,2,6,1,helicopter,I can not figure it out,helicopter,1,high-intensity
59,240,804,7,6,1,helicopter,I can not figure it out,helicopter,1,high-intensity
59,241,31,45,3,1,drawer closing,Bike wheel with chain sound,drawer closing,0.5,low-intensity
59,241,280,8,3,1,drawer closing,Bike wheel with chain sound,marching,0.5,low-intensity
59,242,164,18,7,1,gavel hits,Police car siren,gavel hits,1,3
59,242,458,33,7,1,gavel hits,Police car siren,gavel hits,1,3
59,245,263,31,6,1,chopping food,Jumping rope,chopping food,1,low-intensity
59,245,796,35,6,1,chopping food,Jumping rope,chopping food,1,low-intensity
59,247,358,45,7,0,humming,Tuba playing,humming,1,low-intensity
59,247,452,36,7,0,humming,Tuba playing,humming,1,low-intensity
59,248,600,31,6,0,fax,Hammering/hitting metal with metal,fax,1,2
59,248,769,9,6,0,fax,Hammering/hitting metal with metal,fax,1,2
59,251,404,10,2,1,dice roll,Church organ playing,dice roll,1,low-intensity
59,251,725,20,2,1,dice roll,Church organ playing,dice roll,1,low-intensity
59,252,65,13,5,0,jumping rope,Jet/plane or rocket firing off during lift off,jumping rope,1,2
59,252,505,15,5,0,jumping rope,Jet/plane or rocket firing off during lift off,jumping rope,1,2
59,253,150,38,6,1,fan,Running on rocky/grassy/woodsy ground,fan,0.5,2
59,253,176,45,6,1,fan,Running on rocky/grassy/woodsy ground,marching,0.5,2
59,254,237,46,4,1,liquid pouring out of a bottle,Android phone alarm buzzing off,liquid pouring out of a bottle,1,2
59,254,511,40,4,1,liquid pouring out of a bottle,Android phone alarm buzzing off,liquid pouring out of a bottle,1,2
59,255,64,28,6,1,shoveling,Car door ajar or device beeping,oldfashioned dialer,0,2
59,255,358,41,6,1,shoveling,Car door ajar or device beeping,film reel,0,2
59,257,726,21,4,1,leather coat,Infant saying dada,leather coat,1,low-intensity
59,257,831,28,4,1,leather coat,Infant saying dada,leather coat,1,low-intensity
59,258,529,23,5,0,soda pouring into a cup,I can not figure it out,soda pouring into a cup,1,low-intensity
59,258,656,31,5,0,soda pouring into a cup,I can not figure it out,soda pouring into a cup,1,low-intensity
59,259,199,5,5,0,toilet flushing,I can not figure it out,toilet flushing,1,2
59,259,581,50,5,0,toilet flushing,I can not figure it out,toilet flushing,1,2
59,261,17,49,6,1,walking on leaves,Coins,walking on leaves,1,2
59,261,742,50,6,1,walking on leaves,Coins,walking on leaves,1,2
59,263,88,47,4,1,a capella singing,I can not figure it out,a capella singing,1,3
59,263,465,28,4,1,a capella singing,I can not figure it out,a capella singing,1,3
59,264,78,48,3,1,pager beeps,Music,pager beeps,1,3
59,264,581,24,3,1,pager beeps,Music,pager beeps,1,3
59,265,16,49,3,1,giggling,Zipper or ?,giggling,1,3
59,265,18,10,3,1,giggling,Zipper or ?,giggling,1,3
59,267,634,20,6,0,bus accelerating,Public toilet flushing,bus accelerating,1,2
59,267,721,30,6,0,bus accelerating,Public toilet flushing,bus accelerating,1,2
59,268,237,36,2,0,reception desk bell,Construction drilling on street/road,reception desk bell,1,3
59,268,257,5,2,0,reception desk bell,Construction drilling on street/road,reception desk bell,1,3
59,270,305,13,5,1,oboe,European speaking female/German?,oboe,1,3
59,270,535,39,5,1,oboe,European speaking female/German?,oboe,1,3
59,272,225,43,5,1,bees,I can not figure it out,bees,1,low-intensity
59,272,643,37,5,1,bees,I can not figure it out,bees,1,low-intensity
59,273,150,9,5,0,motorcycle revving,I can not figure it out,motorcycle revving,1,high-intensity
59,273,548,23,5,0,motorcycle revving,I can not figure it out,motorcycle revving,1,high-intensity
59,274,282,43,6,0,hammering metal,Drum tapping,hammering metal,1,high-intensity
59,274,456,48,6,0,hammering metal,Drum tapping,hammering metal,1,high-intensity
59,277,46,44,2,0,inflating a balloon,Dog barking,inflating a balloon,0.5,low-intensity
59,277,779,20,2,0,inflating a balloon,Dog barking,darth vader,0.5,low-intensity
59,281,464,32,6,0,bus decelerating,Flute playing,clarinet,0,3
59,281,736,28,6,0,bus decelerating,Flute playing,coloring,0,3
59,284,192,43,3,0,heart monitor,Hitting of a large bell,,0.5,3
59,284,827,24,3,0,heart monitor,Hitting of a large bell,heart monitor,0.5,3
59,285,497,27,6,0,explosion,Horse with horseshoes galloping,explosion,1,high-intensity
59,285,817,17,6,0,explosion,Horse with horseshoes galloping,explosion,1,high-intensity
59,286,53,29,3,1,finger tapping,Strong winds up against window or door,finger tapping,1,low-intensity
59,286,635,5,3,1,finger tapping,Strong winds up against window or door,finger tapping,1,low-intensity
59,287,27,4,4,0,car skidding,Acoustic guitar/strings playing,car skidding,1,high-intensity
59,287,792,1,4,0,car skidding,Acoustic guitar/strings playing,car skidding,1,high-intensity
59,289,282,50,7,1,geese honking,Santa Clause/Red Cross person shaking bell/s,geese honking,0.5,3
59,289,647,43,7,1,geese honking,Santa Clause/Red Cross person shaking bell/s,cartoon sound effects,0.5,3
59,290,35,38,5,1,chopping wood,Tea kettle blowing air when boiling point reached,jumping rope,0,3
59,290,401,40,5,1,chopping wood,Tea kettle blowing air when boiling point reached,skate boarding,0,3
59,292,198,31,7,1,breathing,Tapping fingers on table ,breathing,1,low-intensity
59,295,41,31,3,0,air hockey,Scraping snow off window surface,air hockey,1,3
59,295,141,4,3,0,air hockey,Scraping snow off window surface,air hockey,1,3
59,298,46,17,6,1,basketball dribbling,I can not figure it out,basketball dribbling,1,2
59,298,639,26,6,1,basketball dribbling,I can not figure it out,basketball dribbling,1,2
59,300,202,38,5,0,fireworks,Little kids talking in a classroom,fireworks,1,high-intensity
59,300,294,38,5,0,fireworks,Little kids talking in a classroom,fireworks,1,high-intensity
60,2,171,1,2,1,chainsaw revving,horse whinney,chainsaw revving,1,high-intensity
60,2,737,37,2,1,chainsaw revving,horse whinney,chainsaw revving,1,high-intensity
60,3,227,17,6,0,gunshots,tap dancing,gunshots,1,high-intensity
60,3,316,13,6,0,gunshots,tap dancing,gunshots,1,high-intensity
60,4,237,47,5,0,coughing,lion roar,coughing,1,3
60,4,811,41,5,0,coughing,lion roar,coughing,1,3
60,5,275,31,2,1,water boiling,elevator ring for door open,gargling,0,low-intensity
60,6,708,33,6,1,oboe,someone speaking German,oboe,1,3
60,6,755,24,6,1,oboe,someone speaking German,oboe,1,3
60,7,86,1,6,0,motorcycle revving,car/traffic noise,motorcycle revving,1,high-intensity
60,7,839,11,6,0,motorcycle revving,car/traffic noise,motorcycle revving,1,high-intensity
60,8,468,33,7,1,elevator door,maybe a ball rolling across an uneven surface?,elevator door,1,2
60,8,669,49,7,1,elevator door,maybe a ball rolling across an uneven surface?,elevator door,1,2
60,9,565,44,2,1,turning a lock,polaroid camera processing,turning a lock,1,low-intensity
60,9,714,2,2,1,turning a lock,polaroid camera processing,turning a lock,1,low-intensity
60,10,31,22,7,1,coins dropping,lawn mower,coins dropping,1,low-intensity
60,10,612,40,7,1,coins dropping,lawn mower,coins dropping,1,low-intensity
60,11,253,11,4,0,church bells,someone playing bass,church bells,1,high-intensity
60,11,603,41,4,0,church bells,someone playing bass,church bells,1,high-intensity
60,12,256,48,5,1,knocking on door,construction equipment/large machinery,knocking on door,1,3
60,12,780,50,5,1,knocking on door,construction equipment/large machinery,knocking on door,1,3
60,13,38,23,6,0,lawn mower,chainsaw or weedwacker starting up,lawn mower,1,high-intensity
60,13,542,49,6,0,lawn mower,chainsaw or weedwacker starting up,lawn mower,1,high-intensity
60,15,46,11,3,1,cuckoo clock,someone blowing nose in tissue,cuckoo clock,1,3
60,15,456,27,3,1,cuckoo clock,someone blowing nose in tissue,cuckoo clock,1,3
60,16,35,1,6,0,soda pouring into a cup,cat purring,soda pouring into a cup,1,low-intensity
60,16,274,14,6,0,soda pouring into a cup,cat purring,soda pouring into a cup,1,low-intensity
60,17,295,20,3,0,plane taking off,cash register opening,plane taking off,1,high-intensity
60,17,780,48,3,0,plane taking off,cash register opening,plane taking off,1,high-intensity
60,23,26,31,3,1,crumpling paper,music box,crumpling paper,1,2
60,23,625,5,3,1,crumpling paper,music box,crumpling paper,1,2
60,24,388,35,7,1,walking on leaves,change or other metal rattling around,walking on leaves,1,2
60,24,829,10,7,1,walking on leaves,change or other metal rattling around,walking on leaves,1,2
60,25,93,5,4,1,door opening,bell alerting to opening of door,door opening,1,2
60,25,681,16,4,1,door opening,bell alerting to opening of door,door opening,1,2
60,27,23,38,4,0,crow,someone slurping loudly through a straw,crow,1,3
60,27,383,5,4,0,crow,someone slurping loudly through a straw,crow,1,3
60,29,769,33,3,0,inflating a balloon,small dog barking,inflating a balloon,1,low-intensity
60,29,829,25,3,0,inflating a balloon,small dog barking,inflating a balloon,1,low-intensity
60,31,434,22,7,1,ratchet,stapler or staple remover  or maybe a hole punch,truck,0.5,2
60,31,651,49,7,1,ratchet,stapler or staple remover  or maybe a hole punch,ratchet,0.5,2
60,34,542,2,4,0,phone vibrating,semi truck using engine brake,phone vibrating,1,low-intensity
60,34,779,36,4,0,phone vibrating,semi truck using engine brake,phone vibrating,1,low-intensity
60,36,414,21,4,0,music box,someone using a wratchet to tighten bolt,music box,1,low-intensity
60,36,619,43,4,0,music box,someone using a wratchet to tighten bolt,music box,1,low-intensity
60,38,319,40,3,0,pool balls colliding,unsure - some kind of wooden purcussive hand instrument,pool balls colliding,1,3
60,38,878,10,3,0,pool balls colliding,unsure - some kind of wooden purcussive hand instrument,pool balls colliding,1,3
60,39,276,16,7,0,paper shredder,cell phone ringing,paper shredder,1,high-intensity
60,39,466,27,7,0,paper shredder,cell phone ringing,paper shredder,1,high-intensity
60,42,49,31,4,1,jackhammer,unsure - maybe static from electronic device,morse code,0.5,high-intensity
60,42,848,19,4,1,jackhammer,unsure - maybe static from electronic device,jackhammer,0.5,high-intensity
60,45,227,46,6,1,clarinet,maybe a quarter being deposited into a parking meter or phone,clarinet,1,3
60,45,902,50,6,1,clarinet,maybe a quarter being deposited into a parking meter or phone,clarinet,1,3
60,46,456,14,4,0,heart monitor,sound that precedes passing railroad trains/lowering of gate to stop traffic,heart monitor,1,3
60,46,484,32,4,0,heart monitor,sound that precedes passing railroad trains/lowering of gate to stop traffic,heart monitor,1,3
60,47,191,44,2,0,ice machine,small child  probably female  speaking,film reel,0.5,2
60,47,312,29,2,0,ice machine,small child  probably female  speaking,ice machine,0.5,2
60,49,319,48,6,1,blender,person playing drum kit,blender,1,high-intensity
60,49,818,42,6,1,blender,person playing drum kit,blender,1,high-intensity
60,50,320,25,3,1,accordian,girl or young woman sobbing,accordian,1,high-intensity
60,50,619,1,3,1,accordian,girl or young woman sobbing,accordian,1,high-intensity
60,51,635,9,7,0,bus accelerating,toilet flushing,bus accelerating,0.5,2
60,51,916,8,7,0,bus accelerating,toilet flushing,traffic noises,0.5,2
60,52,378,18,4,1,clock ticking,someone knocking on door with closed fist,clock ticking,0.5,low-intensity
60,52,818,46,4,1,clock ticking,someone knocking on door with closed fist,grandfather clock,0.5,low-intensity
60,53,46,30,4,0,bowling,construction equipment of some sort  maybe a jackhammer?,bowling,1,high-intensity
60,53,863,42,4,0,bowling,construction equipment of some sort  maybe a jackhammer?,bowling,1,high-intensity
60,54,517,13,6,1,dog barking,unsure - maybe vegetable being peeled  or someone whittling wood,dog barking,1,high-intensity
60,54,610,26,6,1,dog barking,unsure - maybe vegetable being peeled  or someone whittling wood,dog barking,1,high-intensity
60,56,477,1,5,1,opening a soda bottle,man speaking foreign language  sounds eastern european or slavic,knives sharpening,0,low-intensity
60,56,758,2,5,1,opening a soda bottle,man speaking foreign language  sounds eastern european or slavic,car engine starting,0,low-intensity
60,57,83,13,6,0,gong,small drill  maybe a dental drill,gong,1,high-intensity
60,57,590,35,6,0,gong,small drill  maybe a dental drill,gong,1,high-intensity
60,58,334,10,2,1,harmonica,thunder clap accompanied by rain,harmonica,1,3
60,58,640,32,2,1,harmonica,thunder clap accompanied by rain,harmonica,1,3
60,59,376,22,7,0,laughing,winded person breathing heavily,laughing,1,high-intensity
60,59,675,33,7,0,laughing,winded person breathing heavily,laughing,1,high-intensity
60,61,531,46,6,0,kettle whistling,person walking slowly in heavy shoes,whistle,0.5,3
60,61,596,24,6,0,kettle whistling,person walking slowly in heavy shoes,kettle whistling,0.5,3
60,62,168,42,5,0,fire alarm,period bell in a school classroom,fire alarm,1,high-intensity
60,62,535,47,5,0,fire alarm,period bell in a school classroom,fire alarm,1,high-intensity
60,63,305,26,2,1,gavel hits,ambulance siren,gavel hits,1,3
60,63,505,30,2,1,gavel hits,ambulance siren,gavel hits,1,3
60,64,160,20,2,1,kid speaking,photocopier scanning and printing document,kid speaking,1,3
60,64,274,22,2,1,kid speaking,photocopier scanning and printing document,kid speaking,1,3
60,67,2,20,5,1,cat purring,one bird screeching  maybe a hawk,cat purring,1,low-intensity
60,67,660,16,5,1,cat purring,one bird screeching  maybe a hawk,cat purring,1,low-intensity
60,69,557,33,5,0,hair dryer,tape  probably packaging tape  being pulled off something to which it had been adhered in a strip,hair dryer,1,high-intensity
60,69,699,6,5,0,hair dryer,tape  probably packaging tape  being pulled off something to which it had been adhered in a strip,hair dryer,1,high-intensity
60,70,84,44,2,1,knives sharpening,unsure - maybe paper or fabric being cut with a razor knife?,knives sharpening,1,2
60,70,885,38,2,1,knives sharpening,unsure - maybe paper or fabric being cut with a razor knife?,knives sharpening,1,2
60,71,893,28,2,1,drinking,something mechanical being tightened  maybe with a ratchet,volcanic eruption,0,low-intensity
60,71,905,48,2,1,drinking,something mechanical being tightened  maybe with a ratchet,car windows,0,low-intensity
60,72,468,7,3,0,chicken cluck,person humming a melody  sounds female,chicken cluck,1,2
60,72,485,26,3,0,chicken cluck,person humming a melody  sounds female,chicken cluck,1,2
60,73,156,25,5,0,scissors cutting paper,someone playing oboe,scissors cutting paper,1,low-intensity
60,73,547,31,5,0,scissors cutting paper,someone playing oboe,scissors cutting paper,1,low-intensity
60,74,287,13,7,0,alarm clock,high pitched mechanical sound  maybe a small drill or saw being started,alarm clock,1,high-intensity
60,74,496,16,7,0,alarm clock,high pitched mechanical sound  maybe a small drill or saw being started,alarm clock,1,high-intensity
60,75,100,42,6,1,castanet,computerized recording or recreation of electronic piano,castanet,1,3
60,75,689,33,6,1,castanet,computerized recording or recreation of electronic piano,castanet,1,3
60,76,391,8,7,1,biting and chewing,large drum being hit with mallet,biting and chewing,1,2
60,76,913,27,7,1,biting and chewing,large drum being hit with mallet,biting and chewing,1,2
60,77,254,35,4,0,electric bass,door squeaking as it opens slowly,electric bass,1,3
60,77,628,24,4,0,electric bass,door squeaking as it opens slowly,electric bass,1,3
60,78,829,38,6,1,gargling,unsure - maybe a lever being pulled and then released,gargling,1,low-intensity
60,78,871,18,6,1,gargling,unsure - maybe a lever being pulled and then released,gargling,1,low-intensity
60,83,64,41,4,0,frying,at least 2 sheep baaing,writing on paper,0,2
60,83,227,9,4,0,frying,at least 2 sheep baaing,tennis volley,0,2
60,84,355,34,2,1,acoustic bass,old doorbell ringing,acoustic bass,1,2
60,84,577,39,2,1,acoustic bass,old doorbell ringing,acoustic bass,1,2
60,85,282,36,2,1,printing,motorized machine being started  probably chainsaw,busy signal,0.5,3
60,85,806,30,2,1,printing,motorized machine being started  probably chainsaw,printing,0.5,3
60,86,17,35,7,0,hawk screech,unsure - maybe the wheels of a cart being pulled over an uneven surface?,hawk screech,1,3
60,86,727,24,7,0,hawk screech,unsure - maybe the wheels of a cart being pulled over an uneven surface?,hawk screech,1,3
60,90,478,3,5,1,a capella singing,celophane bag being crumpled up,a capella singing,1,3
60,90,625,25,5,1,a capella singing,celophane bag being crumpled up,a capella singing,1,3
60,91,17,9,7,1,microwave,unsure - maybe a nail file?,microwave,1,low-intensity
60,91,428,27,7,1,microwave,unsure - maybe a nail file?,microwave,1,low-intensity
60,92,93,26,3,0,reception desk bell,something mechanical repeatedly pounding/tapping very quickly,reception desk bell,0.5,3
60,92,775,12,3,0,reception desk bell,something mechanical repeatedly pounding/tapping very quickly,wind chimes,0.5,3
60,93,389,40,3,0,pepper grinder,airplane engine cooling down after landing,pepper grinder,1,2
60,93,600,9,3,0,pepper grinder,airplane engine cooling down after landing,pepper grinder,1,2
60,95,134,27,3,0,dishes clanking,sounds mechanical  2 objects being dropped or placed into something and a lever pulling maybe a slot machine?,dishes clanking,1,3
60,95,364,21,3,0,dishes clanking,sounds mechanical  2 objects being dropped or placed into something and a lever pulling maybe a slot machine?,dishes clanking,1,3
60,98,277,8,7,0,oldfashioned dialer,can being opened and carbonation released,oldfashioned dialer,0.5,low-intensity
60,98,372,25,7,0,oldfashioned dialer,can being opened and carbonation released,rain,0.5,low-intensity
60,99,273,21,5,0,car skidding,someone playing accoustic guitar,camera taking a picture,0.5,high-intensity
60,99,293,22,5,0,car skidding,someone playing accoustic guitar,car skidding,0.5,high-intensity
60,100,122,48,3,1,brushing hair,fire burning,brushing hair,1,low-intensity
60,100,721,6,3,1,brushing hair,fire burning,brushing hair,1,low-intensity
60,101,227,21,6,0,pig snorting,car horn honking (one prolonged honk),pig snorting,1,3
60,101,746,40,6,0,pig snorting,car horn honking (one prolonged honk),pig snorting,1,3
60,102,66,48,4,1,car driving through a puddle,unsure - maybe a gorilla or large primate  maybe someone laughing or coughing into something,paper tearing,0,2
60,102,252,9,4,1,car driving through a puddle,unsure - maybe a gorilla or large primate  maybe someone laughing or coughing into something,scrubbing dishes,0,2
60,105,751,42,3,1,bicycle,unsure - maybe someone walking in mud? repeated squelching sound...,spray can shaking,0,low-intensity
60,105,873,22,3,1,bicycle,unsure - maybe someone walking in mud? repeated squelching sound...,scratching,0,low-intensity
60,107,171,14,3,1,chair rolling,multiple people singing acapella in harmony,door sliding shut,0.5,low-intensity
60,107,632,48,3,1,chair rolling,multiple people singing acapella in harmony,chair rolling,0.5,low-intensity
60,108,176,50,7,1,fan,footfalls of person jogging on gravel or maybe snow,car engine starting,0.5,2
60,108,457,32,7,1,fan,footfalls of person jogging on gravel or maybe snow,fan,0.5,2
60,109,198,34,4,1,cat meow,maybe someone bouncing a basketball?,cat meow,1,2
60,109,816,48,4,1,cat meow,maybe someone bouncing a basketball?,cat meow,1,2
60,110,46,13,6,0,jumping rope,unsure - maybe rain  or maybe a car being driven slowly over gravel,ping pong,0,2
60,110,316,12,6,0,jumping rope,unsure - maybe rain  or maybe a car being driven slowly over gravel,heart beats,0,2
60,111,225,17,3,1,dice roll,melody being played on an organ,dice roll,1,low-intensity
60,111,227,28,3,1,dice roll,melody being played on an organ,dice roll,1,low-intensity
60,112,163,28,7,0,explosion,unsure - maybe someone running,plane taking off,0.5,high-intensity
60,112,817,16,7,0,explosion,unsure - maybe someone running,explosion,0.5,high-intensity
60,113,276,49,6,1,car engine starting,dissonant chord being played or synthesized?  maybe a boat horn?,car engine starting,1,3
60,113,758,44,6,1,car engine starting,dissonant chord being played or synthesized?  maybe a boat horn?,car engine starting,1,3
60,114,44,10,7,1,paper cutter,small monkey screeching angrily,turning a lock,0,low-intensity
60,114,52,48,7,1,paper cutter,small monkey screeching angrily,chiseling,0,low-intensity
60,116,91,42,4,1,pager beeps,string ensemble playing in unison on multiple different instruments at different octaves,pager beeps,0.5,3
60,116,796,45,4,1,pager beeps,string ensemble playing in unison on multiple different instruments at different octaves,dial tone,0.5,3
60,117,773,36,4,1,car deccelerating,distant knocking of some sort  maybe on a door with a door knocker rather than a fist,car deccelerating,1,low-intensity
60,119,20,6,2,1,dog drinking,classical music being played on piano,dog drinking,1,2
60,119,80,11,2,1,dog drinking,classical music being played on piano,dog drinking,1,2
60,121,93,24,5,0,crowd cheering,mechanical sound  beep followed by a low drone  maybe a medical machine? MRI or something?,crowd cheering,1,high-intensity
60,121,903,48,5,0,crowd cheering,mechanical sound  beep followed by a low drone  maybe a medical machine? MRI or something?,crowd cheering,1,high-intensity
60,122,269,50,4,1,finger tapping,wind gusting in enclosed space,finger tapping,1,low-intensity
60,122,856,36,4,1,finger tapping,wind gusting in enclosed space,finger tapping,1,low-intensity
60,123,263,30,4,0,air hockey,unsure - two rough objects being rubbed together,triangle,0,3
60,123,775,21,4,0,air hockey,unsure - two rough objects being rubbed together,knives sharpening,0,3
60,124,219,14,4,1,giggling,a zipper being pulled up and down repeatedly?,giggling,1,3
60,124,252,15,4,1,giggling,a zipper being pulled up and down repeatedly?,giggling,1,3
60,125,177,5,2,1,drink fizzing,water flowing  sounds natural maybe pooling at the bottom of a small stream,water splashing,0.5,low-intensity
60,125,749,26,2,1,drink fizzing,water flowing  sounds natural maybe pooling at the bottom of a small stream,drink fizzing,0.5,low-intensity
60,126,619,23,4,0,boat horn,animal of some sort braying  maybe a donkey?,boat horn,1,high-intensity
60,126,741,45,4,0,boat horn,animal of some sort braying  maybe a donkey?,boat horn,1,high-intensity
60,128,351,37,5,0,dog whining,probably a pig making strange huffing noises,dog whining,1,3
60,128,726,24,5,0,dog whining,probably a pig making strange huffing noises,dog whining,1,3
60,130,2,37,6,1,ice in cup,unsure - repetitive rhythm  maybe a stick being run over a chainlink fence?  or 1 object being run over another,ice in cup,1,low-intensity
60,130,496,30,6,1,ice in cup,unsure - repetitive rhythm  maybe a stick being run over a chainlink fence?  or 1 object being run over another,ice in cup,1,low-intensity
60,134,7,13,6,1,cicadas,someone locking and unlocking a deadbolt,cicadas,1,3
60,134,45,30,6,1,cicadas,someone locking and unlocking a deadbolt,cicadas,1,3
60,136,383,15,6,0,balloon deflating,dog or other animal drinking water,car driving through a puddle,0,2
60,136,769,14,6,0,balloon deflating,dog or other animal drinking water,truck,0,2
60,140,66,47,6,0,bass drum hits,sustained whistle (through whistle not mouth) maybe to indicate beginning of race,bass drum hits,1,high-intensity
60,140,267,11,6,0,bass drum hits,sustained whistle (through whistle not mouth) maybe to indicate beginning of race,bass drum hits,1,high-intensity
60,142,43,42,6,0,can opening,woman speaking foreign language  sounds like an airline hostess giving instructions through speakers,can opening,1,low-intensity
60,142,219,41,6,0,can opening,woman speaking foreign language  sounds like an airline hostess giving instructions through speakers,can opening,1,low-intensity
60,143,457,1,4,1,drawer opening,car going by with extreme speed  race trac?,drinking,0,low-intensity
60,143,590,25,4,1,drawer opening,car going by with extreme speed  race trac?,door sliding shut,0,low-intensity
60,144,555,10,2,1,rocking chair,unsure - airplane taking off or some other motorized machine starting up,rocking chair,1,3
60,144,785,27,2,1,rocking chair,unsure - airplane taking off or some other motorized machine starting up,rocking chair,1,3
60,145,578,17,6,0,water dripping,either rattle snake rattling its tail or other rattle being shaken,water dripping,1,low-intensity
60,145,875,44,6,0,water dripping,either rattle snake rattling its tail or other rattle being shaken,water dripping,1,low-intensity
60,147,155,1,6,0,fireworks,multiple people speaking loudly at the same time  sounds like a restaurant,fireworks,1,high-intensity
60,147,279,25,6,0,fireworks,multiple people speaking loudly at the same time  sounds like a restaurant,fireworks,1,high-intensity
60,151,20,45,7,1,helicopter,maybe an airplane flying high overhead?,helicopter,1,high-intensity
60,151,575,36,7,1,helicopter,maybe an airplane flying high overhead?,helicopter,1,high-intensity
60,152,562,15,6,1,locker closing,something being brushed repeatedly with another object?,locker closing,1,3
60,152,821,27,6,1,locker closing,something being brushed repeatedly with another object?,locker closing,1,3
60,153,452,4,4,1,witch cackle,boat horn,witch cackle,1,high-intensity
60,153,737,43,4,1,witch cackle,boat horn,witch cackle,1,high-intensity
60,154,54,49,6,1,bees,2 objects banging against a third in immediate succession,bees,1,low-intensity
60,154,78,47,6,1,bees,2 objects banging against a third in immediate succession,bees,1,low-intensity
60,155,84,1,6,0,car horn,hand saw sawing through wood aggressively,car horn,1,high-intensity
60,155,874,32,6,0,car horn,hand saw sawing through wood aggressively,car horn,1,high-intensity
60,156,21,38,4,1,crowd noise,maybe the rack in a dish washer being pushed in?,crowd noise,1,high-intensity
60,156,749,4,4,1,crowd noise,maybe the rack in a dish washer being pushed in?,crowd noise,1,high-intensity
60,158,245,3,5,1,liquid pouring out of a bottle,cell phone set to vibrate ringing,liquid pouring out of a bottle,1,2
60,158,616,2,5,1,liquid pouring out of a bottle,cell phone set to vibrate ringing,liquid pouring out of a bottle,1,2
60,162,753,33,3,0,popcorn popping,cat meowing,windows startup sound,0,3
60,162,796,13,3,0,popcorn popping,cat meowing,paper cutter,0,3
60,163,47,38,7,1,banjo,unsure - maybe a door or window being closed?,banjo,1,high-intensity
60,163,305,30,7,1,banjo,unsure - maybe a door or window being closed?,banjo,1,high-intensity
60,164,599,15,5,0,key opening door,someone walking deliberately probably in heels,key opening door,1,low-intensity
60,164,844,44,5,0,key opening door,someone walking deliberately probably in heels,key opening door,1,low-intensity
60,165,53,12,5,0,crying,a page in a book being turned very loudly?,crying,1,high-intensity
60,165,358,21,5,0,crying,a page in a book being turned very loudly?,crying,1,high-intensity
60,168,389,22,2,0,grunting and groaning,a crash symbol on a drum set being hit with a drum stick,grunting and groaning,1,2
60,168,596,46,2,0,grunting and groaning,a crash symbol on a drum set being hit with a drum stick,grunting and groaning,1,2
60,169,406,2,2,0,film reel,something being shaken rhythmically  either a morocca or a rattle of some sort,oldfashioned dialer,0,3
60,169,539,12,2,0,film reel,something being shaken rhythmically  either a morocca or a rattle of some sort,car idling,0,3
60,171,511,28,4,1,drawer closing,unsure - maybe a children's wind up miniature car toy being released?,drawer closing,1,low-intensity
60,171,726,40,4,1,drawer closing,unsure - maybe a children's wind up miniature car toy being released?,drawer closing,1,low-intensity
60,172,267,19,3,0,cash register,sounds like an effect from a western movie  a trill on some high pitched instrument,cash register,1,2
60,172,575,38,3,0,cash register,sounds like an effect from a western movie  a trill on some high pitched instrument,cash register,1,2
60,174,100,6,7,1,flag,someone brushing their teeth?,scrubbing dishes,0,low-intensity
60,174,468,36,7,1,flag,someone brushing their teeth?,car driving through a puddle,0,low-intensity
60,177,31,12,6,1,dentist drill,high pitched bell chime  probably mounted at the top of a door,dentist drill,1,high-intensity
60,177,923,17,6,1,dentist drill,high pitched bell chime  probably mounted at the top of a door,dentist drill,1,high-intensity
60,178,478,10,2,0,dial tone,could be someone opening a letter?  paper of some sort being crumpled or moved about,dial tone,1,low-intensity
60,178,918,14,2,0,dial tone,could be someone opening a letter?  paper of some sort being crumpled or moved about,dial tone,1,low-intensity
60,179,225,20,7,1,drum solo,squeaking of a rocking chair,drum solo,1,high-intensity
60,179,668,21,7,1,drum solo,squeaking of a rocking chair,drum solo,1,high-intensity
60,181,428,19,5,1,harp,something being filed down,record scratching,0,2
60,181,694,34,5,1,harp,something being filed down,mac startup sound,0,2
60,182,43,31,3,1,cello,city traffic sounds in distance (honking horns etc),cello,1,3
60,182,590,2,3,1,cello,city traffic sounds in distance (honking horns etc),cello,1,3
